property_id,location_id,page_url,property_type,price,price_bin,location,city,province_name,locality,latitude,longitude,baths,area,area_marla,area_sqft,purpose,bedrooms,date_added,year,month,day,agency,agent
176,1016,https://www.zameen.com/Property/lahore_dha_phase_5_176.html,Room,15652000.0,8M - 20M,"DHA Phase 5, Lahore",Lahore,Punjab,DHA Phase 5,31.587288,74.362602,1,27.39 Marla,27.39,7456.93,For Sale,1,2022-10-30,2022,10,30,Skyline Properties,Sara Malik
177,1017,https://www.zameen.com/Property/karachi_clifton_177.html,Room,3342000.0,3M - 8M,"Clifton, Karachi",Karachi,Sindh,Clifton,24.939137,66.957237,1,11.44 Marla,11.44,3114.54,For Sale,1,2022-07-22,2022,7,22,Metro Homes Realty,Kashif Sheikh
178,1018,https://www.zameen.com/Property/lahore_model_town_178.html,Penthouse,1669000.0,Under 3M,"Model Town, Lahore",Lahore,Punjab,Model Town,31.45363,74.413953,4,2.76 Marla,2.76,751.41,For Sale,4,2018-08-18,2018,8,18,City Housing Marketing,Ahmed Chaudhry
179,1019,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_179.html,Penthouse,1139200.0,Rental,"PWD Housing Scheme, Islamabad",Islamabad,Islamabad Capital Territory,PWD Housing Scheme,33.752265,73.077409,2,27.1 Marla,27.1,7377.98,For Rent,2,2024-05-10,2024,5,10,Metro Homes Realty,Usman Khan
180,1020,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_180.html,Room,1903000.0,Under 3M,"PWD Housing Scheme, Islamabad",Islamabad,Islamabad Capital Territory,PWD Housing Scheme,33.75302,73.015784,1,7.6 Marla,7.6,2069.1,For Sale,1,2020-04-28,2020,4,28,Prime Estate Consultants,Sara Iqbal
181,1021,https://www.zameen.com/Property/faisalabad_susan_road_181.html,Room,387500.0,Rental,"Susan Road, Faisalabad",Faisalabad,Punjab,Susan Road,31.489673,73.110338,1,15.53 Marla,15.53,4228.04,For Rent,1,2019-07-28,2019,7,28,Skyline Properties,Bilal Javed
182,1022,https://www.zameen.com/Property/lahore_johar_town_182.html,Flat,329500.0,Rental,"Johar Town, Lahore",Lahore,Punjab,Johar Town,31.518897,74.33563,4,12.25 Marla,12.25,3335.06,For Rent,5,2021-08-29,2021,8,29,Graana Real Estate,Usman Farooq
183,1023,https://www.zameen.com/Property/rawalpindi_askari_14_183.html,Flat,10550000.0,8M - 20M,"Askari 14, Rawalpindi",Rawalpindi,Punjab,Askari 14,33.5459,73.062322,5,13.76 Marla,13.76,3746.16,For Sale,5,2018-10-29,2018,10,29,Graana Real Estate,Usman Chaudhry
184,1024,https://www.zameen.com/Property/karachi_malir_184.html,Lower Portion,2192000.0,Under 3M,"Malir, Karachi",Karachi,Sindh,Malir,24.810683,66.992915,3,4.59 Marla,4.59,1249.63,For Sale,3,2021-01-09,2021,1,9,Graana Real Estate,Sara Malik
185,1025,https://www.zameen.com/Property/faisalabad_eden_valley_185.html,Lower Portion,3078000.0,3M - 8M,"Eden Valley, Faisalabad",Faisalabad,Punjab,Eden Valley,31.417096,73.117048,1,4.85 Marla,4.85,1320.41,For Sale,1,2021-08-21,2021,8,21,Skyline Properties,Fatima Khan
186,1026,https://www.zameen.com/Property/lahore_model_town_186.html,Room,288700.0,Rental,"Model Town, Lahore",Lahore,Punjab,Model Town,31.483345,74.30205,1,8.12 Marla,8.12,2210.67,For Rent,1,2019-11-26,2019,11,26,Zameen Estate Hub,Usman Butt
187,1027,https://www.zameen.com/Property/karachi_bahria_town_karachi_187.html,Upper Portion,18239000.0,8M - 20M,"Bahria Town Karachi, Karachi",Karachi,Sindh,Bahria Town Karachi,24.853958,66.942778,3,21.13 Marla,21.13,5752.64,For Sale,3,2023-07-24,2023,7,24,Prime Estate Consultants,Kashif Sheikh
188,1028,https://www.zameen.com/Property/lahore_johar_town_188.html,Upper Portion,398400.0,Rental,"Johar Town, Lahore",Lahore,Punjab,Johar Town,31.536914,74.389947,3,15.91 Marla,15.91,4331.5,For Rent,3,2024-08-31,2024,8,31,Zameen Estate Hub,Usman Raza
189,1029,https://www.zameen.com/Property/rawalpindi_satellite_town_189.html,Flat,341900.0,Rental,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.545269,73.067539,5,11.5 Marla,11.5,3130.88,For Rent,6,2024-06-16,2024,6,16,Skyline Properties,Ayesha Raza
190,1030,https://www.zameen.com/Property/rawalpindi_satellite_town_190.html,House,288900.0,Rental,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.555253,72.983513,5,8.15 Marla,8.15,2218.84,For Rent,5,2024-03-03,2024,3,3,Graana Real Estate,Zainab Sheikh
191,1031,https://www.zameen.com/Property/lahore_wapda_town_191.html,Penthouse,373800.0,Rental,"Wapda Town, Lahore",Lahore,Punjab,Wapda Town,31.566652,74.290534,1,15.52 Marla,15.52,4225.32,For Rent,2,2020-10-31,2020,10,31,City Housing Marketing,Sara Iqbal
192,1032,https://www.zameen.com/Property/faisalabad_madina_town_192.html,Room,13996000.0,8M - 20M,"Madina Town, Faisalabad",Faisalabad,Punjab,Madina Town,31.465411,73.201304,1,27.12 Marla,27.12,7383.42,For Sale,1,2018-05-31,2018,5,31,Skyline Properties,Hassan Javed
193,1033,https://www.zameen.com/Property/lahore_wapda_town_193.html,Flat,6851000.0,3M - 8M,"Wapda Town, Lahore",Lahore,Punjab,Wapda Town,31.457351,74.294477,5,11.2 Marla,11.2,3049.2,For Sale,5,2022-06-25,2022,6,25,Skyline Properties,Hassan Iqbal
194,1034,https://www.zameen.com/Property/karachi_north_nazimabad_194.html,Farm House,5930000.0,3M - 8M,"North Nazimabad, Karachi",Karachi,Sindh,North Nazimabad,24.835895,66.92503,4,7.91 Marla,7.91,2153.5,For Sale,4,2024-08-07,2024,8,7,City Housing Marketing,Imran Chaudhry
195,1035,https://www.zameen.com/Property/lahore_bahria_town_195.html,Lower Portion,117600.0,Rental,"Bahria Town, Lahore",Lahore,Punjab,Bahria Town,31.517668,74.354886,6,4.62 Marla,4.62,1257.8,For Rent,6,2021-11-06,2021,11,6,Metro Homes Realty,Ayesha Javed
196,1036,https://www.zameen.com/Property/rawalpindi_askari_14_196.html,Upper Portion,2553000.0,Under 3M,"Askari 14, Rawalpindi",Rawalpindi,Punjab,Askari 14,33.567659,73.025206,1,3.19 Marla,3.19,868.48,For Sale,1,2019-03-24,2019,3,24,City Housing Marketing,Sara Sheikh
197,1037,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_197.html,Lower Portion,174600.0,Rental,"PWD Housing Scheme, Islamabad",Islamabad,Islamabad Capital Territory,PWD Housing Scheme,33.745696,73.039832,6,8.48 Marla,8.48,2308.68,For Rent,6,2022-11-06,2022,11,6,Metro Homes Realty,Ahmed Aslam
198,1038,https://www.zameen.com/Property/rawalpindi_askari_14_198.html,House,4751000.0,3M - 8M,"Askari 14, Rawalpindi",Rawalpindi,Punjab,Askari 14,33.516632,72.955133,6,7.65 Marla,7.65,2082.71,For Sale,6,2024-01-09,2024,1,9,Zameen Estate Hub,Hassan Raza
199,1039,https://www.zameen.com/Property/rawalpindi_satellite_town_199.html,Room,7207000.0,3M - 8M,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.632089,73.031327,1,15.26 Marla,15.26,4154.53,For Sale,1,2023-02-19,2023,2,19,Prime Estate Consultants,Sara Butt
200,1000,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_200.html,House,2701000.0,Under 3M,"Gulshan-e-Iqbal, Karachi",Karachi,Sindh,Gulshan-e-Iqbal,24.842094,66.950821,6,4.68 Marla,4.68,1274.13,For Sale,6,2022-09-10,2022,9,10,Prime Estate Consultants,Sara Aslam
201,1001,https://www.zameen.com/Property/faisalabad_susan_road_201.html,Room,7384000.0,3M - 8M,"Susan Road, Faisalabad",Faisalabad,Punjab,Susan Road,31.447937,73.086221,1,9.28 Marla,9.28,2526.48,For Sale,1,2024-12-12,2024,12,12,Graana Real Estate,Hassan Khan
202,1002,https://www.zameen.com/Property/rawalpindi_askari_14_202.html,Lower Portion,5477000.0,3M - 8M,"Askari 14, Rawalpindi",Rawalpindi,Punjab,Askari 14,33.490331,72.972875,4,15.63 Marla,15.63,4255.27,For Sale,4,2024-05-04,2024,5,4,Graana Real Estate,Ayesha Butt
203,1003,https://www.zameen.com/Property/islamabad_bahria_town_islamabad_203.html,Penthouse,6371000.0,3M - 8M,"Bahria Town Islamabad, Islamabad",Islamabad,Islamabad Capital Territory,Bahria Town Islamabad,33.736018,72.974558,1,20.2 Marla,20.2,5499.45,For Sale,1,2024-02-03,2024,2,3,Skyline Properties,Hassan Javed
204,1004,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_204.html,Lower Portion,3175000.0,3M - 8M,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.518681,73.054918,1,7.68 Marla,7.68,2090.88,For Sale,1,2018-12-23,2018,12,23,Metro Homes Realty,Bilal Sheikh
205,1005,https://www.zameen.com/Property/islamabad_gulberg_greens_205.html,Room,5563000.0,3M - 8M,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.649374,73.054103,1,7.16 Marla,7.16,1949.31,For Sale,1,2018-09-01,2018,9,1,Prime Estate Consultants,Hassan Javed
206,1006,https://www.zameen.com/Property/islamabad_gulberg_greens_206.html,Upper Portion,8480000.0,8M - 20M,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.763198,73.106628,4,10.9 Marla,10.9,2967.53,For Sale,5,2019-07-10,2019,7,10,Skyline Properties,Fatima Khan
207,1007,https://www.zameen.com/Property/karachi_malir_207.html,Penthouse,3644000.0,3M - 8M,"Malir, Karachi",Karachi,Sindh,Malir,24.840728,66.933183,1,7.3 Marla,7.3,1987.42,For Sale,2,2019-08-06,2019,8,6,Prime Estate Consultants,Usman Iqbal
208,1008,https://www.zameen.com/Property/lahore_johar_town_208.html,Room,5422000.0,3M - 8M,"Johar Town, Lahore",Lahore,Punjab,Johar Town,31.541974,74.390266,1,11.89 Marla,11.89,3237.05,For Sale,1,2018-01-11,2018,1,11,Skyline Properties,Bilal Farooq
209,1009,https://www.zameen.com/Property/lahore_wapda_town_209.html,Room,6663000.0,3M - 8M,"Wapda Town, Lahore",Lahore,Punjab,Wapda Town,31.461295,74.415088,1,15.97 Marla,15.97,4347.83,For Sale,1,2021-03-07,2021,3,7,Aiwan-e-Property,Imran Aslam
210,1010,https://www.zameen.com/Property/islamabad_gulberg_greens_210.html,Penthouse,1652000.0,Under 3M,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.763094,73.036348,4,5.13 Marla,5.13,1396.64,For Sale,4,2019-10-10,2019,10,10,Metro Homes Realty,Zainab Khan
211,1011,https://www.zameen.com/Property/karachi_malir_211.html,Upper Portion,2706000.0,Under 3M,"Malir, Karachi",Karachi,Sindh,Malir,24.896858,67.041937,3,9.19 Marla,9.19,2501.98,For Sale,3,2019-11-09,2019,11,9,Graana Real Estate,Fatima Butt
212,1012,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_212.html,Farm House,3099000.0,3M - 8M,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,Punjab,Bahria Town Rawalpindi,33.615837,73.095005,1,7.96 Marla,7.96,2167.11,For Sale,2,2022-12-28,2022,12,28,Graana Real Estate,Ahmed Raza
213,1013,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_213.html,Lower Portion,6153000.0,3M - 8M,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.587752,73.045242,1,13.77 Marla,13.77,3748.88,For Sale,1,2021-05-10,2021,5,10,Zameen Estate Hub,Fatima Chaudhry
214,1014,https://www.zameen.com/Property/lahore_gulberg_214.html,Room,2634000.0,Under 3M,"Gulberg, Lahore",Lahore,Punjab,Gulberg,31.577994,74.29257,1,6.92 Marla,6.92,1883.97,For Sale,1,2019-09-13,2019,9,13,Metro Homes Realty,Kashif Farooq
215,1015,https://www.zameen.com/Property/lahore_dha_phase_6_215.html,Penthouse,11089000.0,8M - 20M,"DHA Phase 6, Lahore",Lahore,Punjab,DHA Phase 6,31.528943,74.374701,4,14.55 Marla,14.55,3961.24,For Sale,4,2020-10-11,2020,10,11,Aiwan-e-Property,Bilal Sheikh
216,1016,https://www.zameen.com/Property/faisalabad_jaranwala_road_216.html,Penthouse,67900.0,Rental,"Jaranwala Road, Faisalabad",Faisalabad,Punjab,Jaranwala Road,31.417687,73.063731,6,3.21 Marla,3.21,873.92,For Rent,6,2024-10-21,2024,10,21,Prime Estate Consultants,Ayesha Iqbal
217,1017,https://www.zameen.com/Property/karachi_bahria_town_karachi_217.html,Lower Portion,16986000.0,8M - 20M,"Bahria Town Karachi, Karachi",Karachi,Sindh,Bahria Town Karachi,24.842594,67.055336,1,20.55 Marla,20.55,5594.74,For Sale,1,2018-02-19,2018,2,19,Aiwan-e-Property,Hassan Chaudhry
218,1018,https://www.zameen.com/Property/rawalpindi_satellite_town_218.html,Room,5477000.0,3M - 8M,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.491472,72.946575,1,21.82 Marla,21.82,5940.49,For Sale,1,2018-10-04,2018,10,4,Graana Real Estate,Usman Sheikh
219,1019,https://www.zameen.com/Property/rawalpindi_satellite_town_219.html,Farm House,9789000.0,8M - 20M,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.498476,72.949543,4,14.77 Marla,14.77,4021.13,For Sale,4,2024-01-12,2024,1,12,Prime Estate Consultants,Sara Butt
220,1020,https://www.zameen.com/Property/karachi_clifton_220.html,Room,3472000.0,3M - 8M,"Clifton, Karachi",Karachi,Sindh,Clifton,24.92864,66.939658,1,4.81 Marla,4.81,1309.52,For Sale,1,2020-09-04,2020,9,4,Graana Real Estate,Ayesha Malik
221,1021,https://www.zameen.com/Property/faisalabad_eden_valley_221.html,House,4548000.0,3M - 8M,"Eden Valley, Faisalabad",Faisalabad,Punjab,Eden Valley,31.453156,73.186601,6,6.47 Marla,6.47,1761.46,For Sale,6,2019-11-03,2019,11,3,Metro Homes Realty,Hassan Javed
222,1022,https://www.zameen.com/Property/islamabad_bahria_town_islamabad_222.html,Upper Portion,4828000.0,3M - 8M,"Bahria Town Islamabad, Islamabad",Islamabad,Islamabad Capital Territory,Bahria Town Islamabad,33.646472,73.123908,1,10.47 Marla,10.47,2850.46,For Sale,1,2022-10-25,2022,10,25,Aiwan-e-Property,Imran Malik
223,1023,https://www.zameen.com/Property/lahore_johar_town_223.html,Lower Portion,1448000.0,Under 3M,"Johar Town, Lahore",Lahore,Punjab,Johar Town,31.548259,74.297153,5,3.0 Marla,3.0,816.75,For Sale,5,2020-11-10,2020,11,10,Skyline Properties,Bilal Aslam
224,1024,https://www.zameen.com/Property/faisalabad_wapda_city_224.html,House,75500.0,Rental,"Wapda City, Faisalabad",Faisalabad,Punjab,Wapda City,31.498898,73.169243,4,2.85 Marla,2.85,775.91,For Rent,4,2019-09-07,2019,9,7,Zameen Estate Hub,Ahmed Javed
225,1025,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_225.html,Upper Portion,5565000.0,3M - 8M,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.52081,73.019424,1,11.45 Marla,11.45,3117.26,For Sale,1,2023-08-19,2023,8,19,City Housing Marketing,Ahmed Chaudhry
226,1026,https://www.zameen.com/Property/lahore_johar_town_226.html,House,185600.0,Rental,"Johar Town, Lahore",Lahore,Punjab,Johar Town,31.487055,74.404221,3,10.55 Marla,10.55,2872.24,For Rent,3,2023-02-14,2023,2,14,Graana Real Estate,Hassan Sheikh
227,1027,https://www.zameen.com/Property/faisalabad_susan_road_227.html,Lower Portion,18346000.0,8M - 20M,"Susan Road, Faisalabad",Faisalabad,Punjab,Susan Road,31.374226,73.141647,1,21.99 Marla,21.99,5986.78,For Sale,2,2020-10-01,2020,10,1,Zameen Estate Hub,Ahmed Iqbal
228,1028,https://www.zameen.com/Property/lahore_bahria_town_228.html,House,290800.0,Rental,"Bahria Town, Lahore",Lahore,Punjab,Bahria Town,31.59419,74.434309,6,16.05 Marla,16.05,4369.61,For Rent,6,2023-12-11,2023,12,11,Zameen Estate Hub,Fatima Farooq
229,1029,https://www.zameen.com/Property/karachi_malir_229.html,Upper Portion,6070000.0,3M - 8M,"Malir, Karachi",Karachi,Sindh,Malir,24.795992,66.942462,5,8.64 Marla,8.64,2352.24,For Sale,5,2022-03-06,2022,3,6,Metro Homes Realty,Bilal Aslam
230,1030,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_230.html,Room,6138000.0,3M - 8M,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,Punjab,Bahria Town Rawalpindi,33.597216,73.054556,1,15.49 Marla,15.49,4217.15,For Sale,1,2020-12-05,2020,12,5,Skyline Properties,Hassan Iqbal
231,1031,https://www.zameen.com/Property/islamabad_f-10_231.html,Upper Portion,2542000.0,Under 3M,"F-10, Islamabad",Islamabad,Islamabad Capital Territory,F-10,33.669442,73.053648,5,7.42 Marla,7.42,2020.1,For Sale,5,2019-11-05,2019,11,5,Metro Homes Realty,Zainab Raza
232,1032,https://www.zameen.com/Property/karachi_bahria_town_karachi_232.html,Upper Portion,3605000.0,3M - 8M,"Bahria Town Karachi, Karachi",Karachi,Sindh,Bahria Town Karachi,24.804432,67.034885,6,4.59 Marla,4.59,1249.63,For Sale,6,2024-10-07,2024,10,7,Graana Real Estate,Ayesha Raza
233,1033,https://www.zameen.com/Property/islamabad_f-10_233.html,Room,2480000.0,Under 3M,"F-10, Islamabad",Islamabad,Islamabad Capital Territory,F-10,33.724093,73.007876,1,9.52 Marla,9.52,2591.82,For Sale,1,2022-07-15,2022,7,15,Skyline Properties,Zainab Javed
234,1034,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_234.html,Penthouse,94500.0,Rental,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,Punjab,Bahria Town Rawalpindi,33.578879,73.083689,2,4.51 Marla,4.51,1227.85,For Rent,2,2022-06-29,2022,6,29,Aiwan-e-Property,Bilal Aslam
235,1035,https://www.zameen.com/Property/lahore_dha_phase_5_235.html,House,6815000.0,3M - 8M,"DHA Phase 5, Lahore",Lahore,Punjab,DHA Phase 5,31.509705,74.394609,1,21.24 Marla,21.24,5782.59,For Sale,1,2023-03-04,2023,3,4,Graana Real Estate,Sara Aslam
236,1036,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_236.html,Lower Portion,2888000.0,Under 3M,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,Punjab,Bahria Town Rawalpindi,33.583816,73.040465,2,6.8 Marla,6.8,1851.3,For Sale,2,2019-09-01,2019,9,1,Graana Real Estate,Kashif Aslam
237,1037,https://www.zameen.com/Property/rawalpindi_askari_14_237.html,Room,2470000.0,Under 3M,"Askari 14, Rawalpindi",Rawalpindi,Punjab,Askari 14,33.643405,73.062007,1,4.78 Marla,4.78,1301.36,For Sale,1,2023-11-24,2023,11,24,Zameen Estate Hub,Imran Khan
238,1038,https://www.zameen.com/Property/islamabad_f-10_238.html,Room,320200.0,Rental,"F-10, Islamabad",Islamabad,Islamabad Capital Territory,F-10,33.699939,72.972589,1,12.99 Marla,12.99,3536.53,For Rent,1,2021-01-12,2021,1,12,Zameen Estate Hub,Ahmed Raza
239,1039,https://www.zameen.com/Property/islamabad_dha_islamabad_239.html,Penthouse,1074100.0,Rental,"DHA Islamabad, Islamabad",Islamabad,Islamabad Capital Territory,DHA Islamabad,33.68979,73.094498,5,24.29 Marla,24.29,6612.95,For Rent,5,2019-02-15,2019,2,15,Zameen Estate Hub,Ayesha Butt
240,1000,https://www.zameen.com/Property/lahore_wapda_town_240.html,Flat,5768000.0,3M - 8M,"Wapda Town, Lahore",Lahore,Punjab,Wapda Town,31.444913,74.39079,2,14.56 Marla,14.56,3963.96,For Sale,2,2021-07-26,2021,7,26,Skyline Properties,Hassan Aslam
241,1001,https://www.zameen.com/Property/faisalabad_eden_valley_241.html,Flat,3792000.0,3M - 8M,"Eden Valley, Faisalabad",Faisalabad,Punjab,Eden Valley,31.40762,73.090009,3,8.54 Marla,8.54,2325.01,For Sale,4,2023-07-02,2023,7,2,Graana Real Estate,Bilal Khan
242,1002,https://www.zameen.com/Property/faisalabad_madina_town_242.html,House,3032000.0,3M - 8M,"Madina Town, Faisalabad",Faisalabad,Punjab,Madina Town,31.464257,73.201756,2,8.49 Marla,8.49,2311.4,For Sale,3,2021-08-18,2021,8,18,Graana Real Estate,Ahmed Chaudhry
243,1003,https://www.zameen.com/Property/lahore_wapda_town_243.html,Room,130800.0,Rental,"Wapda Town, Lahore",Lahore,Punjab,Wapda Town,31.462232,74.303901,1,4.87 Marla,4.87,1325.86,For Rent,1,2019-02-18,2019,2,18,Aiwan-e-Property,Usman Raza
244,1004,https://www.zameen.com/Property/rawalpindi_askari_14_244.html,Farm House,10059000.0,8M - 20M,"Askari 14, Rawalpindi",Rawalpindi,Punjab,Askari 14,33.534192,73.04706,5,25.97 Marla,25.97,7070.33,For Sale,5,2024-08-09,2024,8,9,Skyline Properties,Sara Iqbal
245,1005,https://www.zameen.com/Property/karachi_clifton_245.html,Farm House,5781000.0,3M - 8M,"Clifton, Karachi",Karachi,Sindh,Clifton,24.883043,66.937758,5,16.05 Marla,16.05,4369.61,For Sale,5,2021-07-27,2021,7,27,Skyline Properties,Kashif Sheikh
246,1006,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_246.html,Upper Portion,5114000.0,3M - 8M,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.486923,72.970449,3,7.75 Marla,7.75,2109.94,For Sale,3,2018-12-30,2018,12,30,Skyline Properties,Hassan Farooq
247,1007,https://www.zameen.com/Property/lahore_bahria_town_247.html,Upper Portion,75300.0,Rental,"Bahria Town, Lahore",Lahore,Punjab,Bahria Town,31.496597,74.338756,3,2.73 Marla,2.73,743.24,For Rent,4,2019-11-13,2019,11,13,Metro Homes Realty,Zainab Iqbal
248,1008,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_248.html,Flat,2500000.0,Under 3M,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.510845,72.9489,3,2.88 Marla,2.88,784.08,For Sale,3,2018-10-31,2018,10,31,Aiwan-e-Property,Sara Iqbal
249,1009,https://www.zameen.com/Property/lahore_bahria_town_249.html,Room,900900.0,Rental,"Bahria Town, Lahore",Lahore,Punjab,Bahria Town,31.448969,74.331675,1,20.82 Marla,20.82,5668.24,For Rent,1,2019-11-07,2019,11,7,Prime Estate Consultants,Fatima Chaudhry
250,1010,https://www.zameen.com/Property/karachi_bahria_town_karachi_250.html,Farm House,9455000.0,8M - 20M,"Bahria Town Karachi, Karachi",Karachi,Sindh,Bahria Town Karachi,24.915077,66.945674,3,23.83 Marla,23.83,6487.72,For Sale,3,2018-07-23,2018,7,23,Metro Homes Realty,Kashif Javed
251,1011,https://www.zameen.com/Property/islamabad_dha_islamabad_251.html,Lower Portion,6632000.0,3M - 8M,"DHA Islamabad, Islamabad",Islamabad,Islamabad Capital Territory,DHA Islamabad,33.653737,73.031495,1,18.8 Marla,18.8,5118.3,For Sale,1,2021-04-10,2021,4,10,Graana Real Estate,Zainab Malik
252,1012,https://www.zameen.com/Property/rawalpindi_satellite_town_252.html,House,5102000.0,3M - 8M,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.527244,73.070833,4,14.05 Marla,14.05,3825.11,For Sale,4,2018-07-02,2018,7,2,Aiwan-e-Property,Zainab Farooq
253,1013,https://www.zameen.com/Property/faisalabad_wapda_city_253.html,Flat,125900.0,Rental,"Wapda City, Faisalabad",Faisalabad,Punjab,Wapda City,31.504928,73.185945,2,4.59 Marla,4.59,1249.63,For Rent,3,2024-08-12,2024,8,12,Zameen Estate Hub,Imran Khan
254,1014,https://www.zameen.com/Property/rawalpindi_askari_14_254.html,Room,808000.0,Rental,"Askari 14, Rawalpindi",Rawalpindi,Punjab,Askari 14,33.613172,73.045306,1,19.2 Marla,19.2,5227.2,For Rent,1,2018-05-23,2018,5,23,Prime Estate Consultants,Kashif Javed
255,1015,https://www.zameen.com/Property/faisalabad_susan_road_255.html,House,733700.0,Rental,"Susan Road, Faisalabad",Faisalabad,Punjab,Susan Road,31.528525,73.124663,2,18.69 Marla,18.69,5088.35,For Rent,2,2019-06-01,2019,6,1,Graana Real Estate,Fatima Malik
256,1016,https://www.zameen.com/Property/karachi_north_nazimabad_256.html,Upper Portion,2774000.0,Under 3M,"North Nazimabad, Karachi",Karachi,Sindh,North Nazimabad,24.906548,67.020789,5,4.59 Marla,4.59,1249.63,For Sale,5,2021-02-05,2021,2,5,Prime Estate Consultants,Zainab Khan
257,1017,https://www.zameen.com/Property/faisalabad_madina_town_257.html,House,6030000.0,3M - 8M,"Madina Town, Faisalabad",Faisalabad,Punjab,Madina Town,31.509196,73.195822,5,7.09 Marla,7.09,1930.25,For Sale,5,2024-04-23,2024,4,23,Skyline Properties,Bilal Butt
258,1018,https://www.zameen.com/Property/rawalpindi_satellite_town_258.html,Lower Portion,6079000.0,3M - 8M,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.548427,73.077533,3,18.15 Marla,18.15,4941.34,For Sale,3,2024-10-29,2024,10,29,City Housing Marketing,Fatima Khan
259,1019,https://www.zameen.com/Property/karachi_dha_phase_8_259.html,Farm House,8411000.0,8M - 20M,"DHA Phase 8, Karachi",Karachi,Sindh,DHA Phase 8,24.918018,67.030676,1,10.79 Marla,10.79,2937.58,For Sale,1,2021-05-26,2021,5,26,Aiwan-e-Property,Usman Farooq
260,1020,https://www.zameen.com/Property/karachi_clifton_260.html,Upper Portion,777800.0,Rental,"Clifton, Karachi",Karachi,Sindh,Clifton,24.851375,67.067249,3,21.1 Marla,21.1,5744.48,For Rent,3,2024-10-13,2024,10,13,City Housing Marketing,Bilal Sheikh
261,1021,https://www.zameen.com/Property/rawalpindi_askari_14_261.html,Penthouse,3618000.0,3M - 8M,"Askari 14, Rawalpindi",Rawalpindi,Punjab,Askari 14,33.625793,72.941532,5,12.77 Marla,12.77,3476.63,For Sale,5,2023-09-07,2023,9,7,Metro Homes Realty,Sara Javed
262,1022,https://www.zameen.com/Property/karachi_clifton_262.html,Penthouse,1103000.0,Under 3M,"Clifton, Karachi",Karachi,Sindh,Clifton,24.844211,67.068792,2,2.97 Marla,2.97,808.58,For Sale,3,2022-02-17,2022,2,17,Skyline Properties,Zainab Javed
263,1023,https://www.zameen.com/Property/lahore_dha_phase_6_263.html,Upper Portion,11299000.0,8M - 20M,"DHA Phase 6, Lahore",Lahore,Punjab,DHA Phase 6,31.486011,74.340551,3,18.71 Marla,18.71,5093.8,For Sale,4,2021-11-11,2021,11,11,Zameen Estate Hub,Usman Malik
264,1024,https://www.zameen.com/Property/karachi_north_nazimabad_264.html,Penthouse,190100.0,Rental,"North Nazimabad, Karachi",Karachi,Sindh,North Nazimabad,24.856556,66.94227,6,8.24 Marla,8.24,2243.34,For Rent,6,2022-08-05,2022,8,5,Prime Estate Consultants,Ahmed Khan
